序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接,产业链环节,角色
92,600183,生益科技,20H1业绩快报符合预期，受益5G高景气,买入,民生证券,0,,,,,,,电子元件,2020-07-29,https://pdf.dfcfw.com/pdf/H3_AP202007291395003054_1.pdf,核心CCL,龙头
140,600176,中国巨石,成本优势突出，期待厚积薄发,买入,国金证券,0,,,,,,,玻璃陶瓷,2020-07-28,https://pdf.dfcfw.com/pdf/H3_AP202007281394714228_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
77,002080,中材科技,中报业绩预告点评：中报业绩超预期 隔膜业务带动长期成长,买入,申港证券,0,,,,,,,玻璃玻纤,2020-07-10,https://pdf.dfcfw.com/pdf/H3_AP202007101390778241_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
78,002080,中材科技,公司信息东西报告：业绩大超预期，看好隔膜业务再造一个“中材”,买入,开源证券,0,,,,,,,玻璃玻纤,2020-07-08,https://pdf.dfcfw.com/pdf/H3_AP202007081390225617_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
5,300243,瑞丰高材,布局6万吨PBAT可降解塑料项目，再造个瑞丰,买入,太平洋,0,,,,,,,塑料,2020-07-03,https://pdf.dfcfw.com/pdf/H3_AP202007031389150943_1.pdf,电子树脂（特种树脂）,主要参与者
79,002080,中材科技,玻纤底部，叶片创新高在即，锂膜潜力巨大,买入,西南证券,0,,,,,,,玻璃玻纤,2020-06-29,https://pdf.dfcfw.com/pdf/H3_AP202006291388187514_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
93,600183,生益科技,覆铜板上游涨价点评：生益科技：覆铜板涨价，笑看周期波动,买入,新时代证券,0,,,,,,,元件,2020-06-18,https://pdf.dfcfw.com/pdf/H3_AP202006181385692953_1.pdf,核心CCL,龙头
94,600183,生益科技,生益科技首次覆盖报告：5G及汽车电子催化高端放量，高频覆铜板护航龙头成长,买入,新时代证券,0,,,,,,,元件,2020-06-03,https://pdf.dfcfw.com/pdf/H3_AP202006021381902914_1.pdf,核心CCL,龙头
15,603186,华正新材,高频高速撬动成长性，复合增47%迎蜕变,买入,国金证券,0,,,,,,,元件,2020-05-27,https://pdf.dfcfw.com/pdf/H3_AP202005271380294324_1.pdf,核心CCL,主要参与者
95,600183,生益科技,2020年一季报点评：20Q1高增长，受益5G+云计算趋势,买入,民生证券,0,,,,,,,元件,2020-04-29,https://pdf.dfcfw.com/pdf/H3_AP202004291378986823_1.pdf,核心CCL,龙头
96,600183,生益科技,Q1扣非归母+53%，毛利率达上市以来最高水平,买入,国金证券,0,,,,,,,元件,2020-04-29,https://pdf.dfcfw.com/pdf/H3_AP202004291378965988_1.pdf,核心CCL,龙头
141,600176,中国巨石,中国巨石：短期受疫情影响业绩承压，不改长期成长趋势,买入,太平洋,0,,,,,,,玻璃玻纤,2020-04-26,https://pdf.dfcfw.com/pdf/H3_AP202004261378683238_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
80,002080,中材科技,一季度开门红，稳健成长可期,买入,太平洋,0,,,,,,,玻璃玻纤,2020-04-23,https://pdf.dfcfw.com/pdf/H3_AP202004231378469319_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
82,002080,中材科技,中材科技2020年一季报点评：一季度业绩稳增，凸显公司优质经营及抗风险能力,买入,新时代证券,0,,,,,,,玻璃玻纤,2020-04-22,https://pdf.dfcfw.com/pdf/H3_AP202004211378366366_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
81,002080,中材科技,公司信息更新报告：一季度业绩好于预期，隔膜放量在即,买入,开源证券,0,,,,,,,玻璃玻纤,2020-04-22,https://pdf.dfcfw.com/pdf/H3_AP202004221378373437_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
16,603186,华正新材,华正新材2020年一季报点评：Q1业绩盈利同比改善，高频高速板持续推进,买入,民生证券,0,,,,,,,元件,2020-04-10,https://pdf.dfcfw.com/pdf/H3_AP202004101377865229_1.pdf,核心CCL,主要参与者
83,002080,中材科技,中材科技首次覆盖报告：玻纤+叶片稳步增长，湿法隔膜加速放量,买入,新时代证券,0,,,,,,,玻璃玻纤,2020-04-07,https://pdf.dfcfw.com/pdf/H3_AP202004071377720084_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
97,600183,生益科技,产业布局清晰，PCB覆铜板业务齐发展,增持,西南证券,0,,,,,,,元件,2020-04-07,https://pdf.dfcfw.com/pdf/H3_AP202004071377674646_1.pdf,核心CCL,龙头
98,600183,生益科技,19年年报点评：PCB业务亮眼，盈利能力显著提升,增持,世纪证券,0,,,,,,,元件,2020-03-27,https://pdf.dfcfw.com/pdf/H3_AP202003271377045339_1.pdf,核心CCL,龙头
99,600183,生益科技,结构改善盈利能力提升，5G需求+新产能释放带动成长,买入,华金证券,0,,,,,,,元件,2020-03-26,https://pdf.dfcfw.com/pdf/H3_AP202003261376982938_1.pdf,核心CCL,龙头
100,600183,生益科技,生益科技2019年报点评：全年业绩符合预期，新基建提升覆铜板需求,买入,国元证券,0,,,,,,,元件,2020-03-26,https://pdf.dfcfw.com/pdf/H3_AP202003261376973911_1.pdf,核心CCL,龙头
101,600183,生益科技,全年增收增利，新产能蓄势待发,买入,国金证券,0,,,,,,,元件,2020-03-26,https://pdf.dfcfw.com/pdf/H3_AP202003261376973835_1.pdf,核心CCL,龙头
84,002080,中材科技,中国新材料、新能源优质平台，三大业务齐头并进,买入,太平洋,0,,,,,,,玻璃玻纤,2020-03-26,https://pdf.dfcfw.com/pdf/H3_AP202003261376976219_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
142,600176,中国巨石,业绩符合预期，静待行业景气度回升,增持,华金证券,0,,,,,,,玻璃玻纤,2020-03-25,https://pdf.dfcfw.com/pdf/H3_AP202003251376924039_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
143,600176,中国巨石,中国巨石：短期业绩承压，不改长期成长趋势,买入,太平洋,0,,,,,,,玻璃玻纤,2020-03-24,https://pdf.dfcfw.com/pdf/H3_AP202003241376863756_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
144,600176,中国巨石,【粤开建材年报点评】中国巨石基本面磨底不改长期竞争优势,增持,粤开证券,0,,,,,,,玻璃玻纤,2020-03-23,https://pdf.dfcfw.com/pdf/H3_AP202003231376820430_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
145,600176,中国巨石,中国巨石2019年报点评：玻纤需求增长将受益基建回暖及渗透率提升,买入,民生证券,0,,,,,,,玻璃玻纤,2020-03-23,https://pdf.dfcfw.com/pdf/H3_AP202003231376800700_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
85,002080,中材科技,风电叶片量价齐升，隔膜业务弹性突显,增持,上海证券,0,,,,,,,玻璃玻纤,2020-03-23,https://pdf.dfcfw.com/pdf/H3_AP202003231376812212_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
86,002080,中材科技,叶片龙头地位稳固，锂膜业务高增长可期,买入,太平洋,0,,,,,,,玻璃玻纤,2020-03-19,https://pdf.dfcfw.com/pdf/H3_AP202003191376667061_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
88,002080,中材科技,年报点评：业绩符合预期 隔膜业务表现优异,买入,申港证券,0,,,,,,,玻璃玻纤,2020-03-18,https://pdf.dfcfw.com/pdf/H3_AP202003181376600469_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
87,002080,中材科技,公司信息更新报告：隔膜业绩超预期，2020年有望奠定龙头地位,买入,开源证券,0,,,,,,,玻璃玻纤,2020-03-18,https://pdf.dfcfw.com/pdf/H3_AP202003181376604042_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
17,603186,华正新材,华正新材2019年年报点评：业绩符合预期，高端覆铜板量产,买入,民生证券,0,,,,,,,元件,2020-03-13,https://pdf.dfcfw.com/pdf/H3_AP202003131376230389_1.pdf,核心CCL,主要参与者
89,002080,中材科技,深度报告：业务协同推动新一轮发展,买入,申港证券,0,,,,,,,玻璃玻纤,2020-03-04,https://pdf.dfcfw.com/pdf/H3_AP202003041375845997_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
24,688388,嘉元科技,铜箔减薄，量价齐升,买入,国金证券,0,,,,,,,电池,2020-03-03,https://pdf.dfcfw.com/pdf/H3_AP202003031375766533_1.pdf,电子铜箔,主要参与者
102,600183,生益科技,业绩符合预期，受益5G基建趋势,买入,民生证券,0,,,,,,,元件,2020-02-24,https://pdf.dfcfw.com/pdf/H3_AP202002241375430149_1.pdf,核心CCL,龙头
103,600183,生益科技,景气双业务，成长三要素,买入,太平洋,0,,,,,,,元件,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375363748_1.pdf,核心CCL,龙头
104,600183,生益科技,业绩符合预期，强需求与扩产效应将共振,买入,国金证券,0,,,,,,,元件,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375346525_1.pdf,核心CCL,龙头
90,002080,中材科技,公司首次覆盖报告：未来锂电隔膜龙头，多点共振向上,买入,开源证券,0,,,,,,,玻璃玻纤,2020-02-11,https://pdf.dfcfw.com/pdf/H3_AP202002111374975644_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
146,600176,中国巨石,已经腰斩！可JP摩根、花旗扎堆调研，港资、东方红大笔持仓！什么鬼？（优塾财务估值建模）,,并购优塾,0,,,,,,,玻璃玻纤,2019-12-17,https://pdf.dfcfw.com/pdf/H3_AP201912171371891545_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
106,600183,生益科技,PCB+覆铜板双轮驱动,增持,西南证券,0,,,,,,,元件,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370083516_1.pdf,核心CCL,龙头
107,600183,生益科技,三季报点评：业绩进入加速期，盈利能力大幅改善 ,增持,世纪证券,0,,,,,,,元件,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370071909_1.pdf,核心CCL,龙头
105,600183,生益科技,生益科技三季报点评：单季度盈利继续创新高，5G商用带动公司进入成长新阶段,买入,国元证券,0,,,,,,,元件,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370096531_1.pdf,核心CCL,龙头
108,600183,生益科技,盈利能力持续提升，CCL+PCB双翼驱动成长,买入,华金证券,0,,,,,,,元件,2019-10-30,https://pdf.dfcfw.com/pdf/H3_AP201910301370013240_1.pdf,核心CCL,龙头
109,600183,生益科技,盈利能力持续改善，静待需求和产能释放,买入,国金证券,0,,,,,,,元件,2019-10-30,https://pdf.dfcfw.com/pdf/H3_AP201910301370010919_1.pdf,核心CCL,龙头
47,300395,菲利华,三季度点评：航空航天领域市场持续增长，短期业绩放缓不改对公司长期看好,买入,太平洋,0,,,,,,,航空装备Ⅱ,2019-10-30,https://pdf.dfcfw.com/pdf/H3_AP201910301370013150_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
147,600176,中国巨石,产能优势仍在，静待产品价格反转,买入,中银国际,0,,,,,,,玻璃玻纤,2019-10-24,https://pdf.dfcfw.com/pdf/H3_AP201910241369677621_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
19,603186,华正新材,2019年三季报点评：Q3利润创历史新高，看好全年业绩表现,增持,东莞证券,0,,,,,,,元件,2019-10-23,https://pdf.dfcfw.com/pdf/H3_AP201910231369538598_1.pdf,核心CCL,主要参与者
148,600176,中国巨石,中国巨石：Q3业绩依旧承压，静待行业拐点,买入,太平洋,0,,,,,,,玻璃玻纤,2019-10-23,https://pdf.dfcfw.com/pdf/H3_AP201910231369509506_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
18,603186,华正新材,华正新材三季报点评：三季报符合预期，高端覆铜板进展顺利,买入,民生证券,0,,,,,,,元件,2019-10-23,https://pdf.dfcfw.com/pdf/H3_AP201910231369577278_1.pdf,核心CCL,主要参与者
110,600183,生益科技,天时地利人和，覆铜板龙头扬帆再启航,买入,国金证券,0,,,,,,,元件,2019-10-15,https://pdf.dfcfw.com/pdf/H3_AP201910151368729038_1.pdf,核心CCL,龙头
111,600183,生益科技,深度研究报告：5G高频CCL核心标的，成长大于周期,增持,世纪证券,0,,,,,,,元件,2019-09-06,https://pdf.dfcfw.com/pdf/H3_AP201909061349654050_1.pdf,核心CCL,龙头
91,002080,中材科技,2019年中报点评：抢装趋势确立，叶片销量大增,增持,川财证券,0,,,,,,,玻璃玻纤,2019-09-06,https://pdf.dfcfw.com/pdf/H3_AP201909061349645230_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
149,600176,中国巨石,产品价格冲击业绩，行业集中有望加速,买入,中银证券,0,,,,,,,玻璃玻纤,2019-08-28,https://pdf.dfcfw.com/pdf/H3_AP201908281345230259_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
150,600176,中国巨石,【联讯建材中报点评】中国巨石：短期盈利承压不掩长期龙头价值,增持,联讯证券,0,,,,,,,玻璃玻纤,2019-08-26,https://pdf.dfcfw.com/pdf/H3_AP201908241345014985_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
151,600176,中国巨石,Q2业绩跌幅收窄，拐点渐行渐近,买入,太平洋,0,,,,,,,玻璃玻纤,2019-08-22,https://pdf.dfcfw.com/pdf/H3_AP201908221344854056_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
92,002080,中材科技,风电叶片量利齐升，锂电隔膜持续加码,增持,上海证券,0,,,,,,,玻璃陶瓷,2019-08-22,https://pdf.dfcfw.com/pdf/H3_AP201908221344892598_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
112,600183,生益科技,公司研究报告：受益于5G商用，公司迈入成长新阶段,买入,国元证券,0,,,,,,,元件,2019-08-16,https://pdf.dfcfw.com/pdf/H3_AP201908161344366611_1.pdf,核心CCL,龙头
22,603186,华正新材,2019年半年报点评：Q2业绩增长提速，5G驱动未来发展,增持,东莞证券,0,,,,,,,元件,2019-08-15,https://pdf.dfcfw.com/pdf/H3_AP201908151344250525_1.pdf,核心CCL,主要参与者
21,603186,华正新材,19H1业绩略超预期，受益5G基建趋势,买入,民生证券,0,,,,,,,元件,2019-08-15,https://pdf.dfcfw.com/pdf/H3_AP201908151344258576_1.pdf,核心CCL,主要参与者
20,603186,华正新材,青山湖基地产能利用率提升，助力业绩增长,增持,中银国际,0,,,,,,,元件,2019-08-15,https://pdf.dfcfw.com/pdf/H3_AP201908151344298090_1.pdf,核心CCL,主要参与者
113,600183,生益科技,高频高速CCL加速增长，5G驱动+国产替代空间广阔,增持,华金证券,0,,,,,,,元件,2019-08-13,https://pdf.dfcfw.com/pdf/H3_AP201908131343293408_1.pdf,核心CCL,龙头
114,600183,生益科技,5G驱动PCB出货超预期,增持,西南证券,0,,,,,,,元件,2019-08-13,https://pdf.dfcfw.com/pdf/H3_AP201908131343050152_1.pdf,核心CCL,龙头
25,688388,嘉元科技,【联讯电新科创板公司研究】嘉元科技：超薄锂电铜箔龙头，受益新能源车发展,,联讯证券,0,,,,,,,电池,2019-07-18,https://pdf.dfcfw.com/pdf/H3_AP201907181339455695_1.pdf,电子铜箔,主要参与者
26,688388,嘉元科技,国内高性能锂电铜箔行业领先企业,,东莞证券,0,,,,,,,电池,2019-07-15,https://pdf.dfcfw.com/pdf/H3_AP201907151338677007_1.pdf,电子铜箔,主要参与者
27,688388,嘉元科技,高性能锂电铜箔先趋，6um率先放量,,东吴证券,0,,,,,,,电池,2019-07-14,https://pdf.dfcfw.com/pdf/H3_AP201907141338639920_1.pdf,电子铜箔,主要参与者
28,688388,嘉元科技,国内领先的超薄锂电铜箔生产商,中性,东海证券,0,,,,,,,电池,2019-07-10,https://pdf.dfcfw.com/pdf/H3_AP201907101338364590_1.pdf,电子铜箔,主要参与者
13,603256,宏和科技,宏和科技：预计上市初期压力位8元-10元,,恒泰证券,0,,,,,,,玻璃玻纤,2019-07-10,https://pdf.dfcfw.com/pdf/H3_AP201907101338328185_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
115,600183,生益科技,覆铜板涨价，下半年业绩高确定性,增持,西南证券,0,,,,,,,元件,2019-07-10,https://pdf.dfcfw.com/pdf/H3_AP201907101338320158_1.pdf,核心CCL,龙头
30,688388,嘉元科技,高性能锂电铜箔领先企业,,华金证券,0,,,,,,,电池,2019-07-09,https://pdf.dfcfw.com/pdf/H3_AP201907091338260004_1.pdf,电子铜箔,主要参与者
29,688388,嘉元科技,科创板询价报告之嘉元科技,,华鑫证券,0,,,,,,,电池,2019-07-09,https://pdf.dfcfw.com/pdf/H3_AP201907091338260006_1.pdf,电子铜箔,主要参与者
23,603186,华正新材,增发储备新产能，迎接5G商用,增持,中银国际,0,,,,,,,元件,2019-07-09,https://pdf.dfcfw.com/pdf/H3_AP201907091338229894_1.pdf,核心CCL,主要参与者
116,600183,生益科技,覆铜板领先企业，5G带来增长新机遇,增持,中银国际,0,,,,,,,元件,2019-07-08,https://pdf.dfcfw.com/pdf/H3_AP201907081338126627_1.pdf,核心CCL,龙头
117,600183,生益科技,国内5G高频覆铜板龙头,增持,西南证券,0,,,,,,,元件,2019-07-01,https://pdf.dfcfw.com/pdf/H3_AP201907011336942109_1.pdf,核心CCL,龙头
19,300586,美联新材,内生外延并举，业绩迎来爆发期,买入,西南证券,0,,,,,,,塑料,2019-06-21,https://pdf.dfcfw.com/pdf/H3_AP201906211335935451_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
24,603186,华正新材,5G商用正式开启 高频覆铜板自主可控先锋值得期待,增持,上海证券,0,,,,,,,元件,2019-06-12,https://pdf.dfcfw.com/pdf/H3_AP201906121334810042_1.pdf,核心CCL,主要参与者
14,603256,宏和科技,新股询价报告：宏和科技,,华鑫证券,0,,,,,,,玻璃玻纤,2019-06-10,https://pdf.dfcfw.com/pdf/H3_AP201906101334283277_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
152,600176,中国巨石,中国巨石：美国产线点火，国际化迈出坚实一步,买入,太平洋,0,,,,,,,玻璃玻纤,2019-05-20,https://pdf.dfcfw.com/pdf/H3_AP201905201331055125_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
20,300586,美联新材,一季度业绩大增，看好未来发,买入,西南证券,0,,,,,,,塑料,2019-04-26,https://pdf.dfcfw.com/pdf/H3_AP201904261323316909_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
153,600176,中国巨石,中国巨石：冬天已经过去，春天不再遥远,买入,太平洋,0,,,,,,,玻璃玻纤,2019-04-25,https://pdf.dfcfw.com/pdf/H3_AP201904251322613461_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
25,603186,华正新材,【联讯电子一季报点评】华正新材：业绩快速增长，推动5G覆铜板国产替代,增持,联讯证券,0,,,,,,,元件,2019-04-24,https://pdf.dfcfw.com/pdf/H3_AP201904241321941101_1.pdf,核心CCL,主要参与者
26,603186,华正新材,19Q1业绩符合预期，受益5G趋势,买入,民生证券,0,,,,,,,元件,2019-04-19,https://pdf.dfcfw.com/pdf/H3_AP201904191320877669_1.pdf,核心CCL,主要参与者
154,600176,中国巨石,新周期的起点，王者荣耀的涅槃,买入,太平洋,0,,,,,,,玻璃玻纤,2019-04-14,https://pdf.dfcfw.com/pdf/H3_AP201904141319125743_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
118,600183,生益科技,子公司业务增长显著 扩产带动未来成长,增持,上海证券,0,,,,,,,元件,2019-04-02,https://pdf.dfcfw.com/pdf/H3_AP201904021313931985_1.pdf,核心CCL,龙头
119,600183,生益科技,PCB业务高增长，开启周期成长股成长元年,买入,太平洋,0,,,,,,,元件,2019-03-28,https://pdf.dfcfw.com/pdf/H3_AP201903281310781269_1.pdf,核心CCL,龙头
27,603186,华正新材,盈利能力短期承压 产能结构优化加码成长,增持,上海证券,0,,,,,,,元件,2019-03-26,https://pdf.dfcfw.com/pdf/H3_AP201903261309925355_1.pdf,核心CCL,主要参与者
93,002080,中材科技,玻纤盈利能力持续向上，风电需求复苏助推公司业绩,增持,上海证券,0,,,,,,,玻璃玻纤,2019-03-22,https://pdf.dfcfw.com/pdf/H3_AP201903221308748327_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
157,600176,中国巨石,【联讯建材年报点评】中国巨石：成本端竞争优势持续强化,增持,联讯证券,0,,,,,,,玻璃玻纤,2019-03-21,https://pdf.dfcfw.com/pdf/H3_AP201903211308218418_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
155,600176,中国巨石,贸易战影响渐远，新增产能有望释放,买入,中银证券,0,,,,,,,玻璃玻纤,2019-03-21,https://pdf.dfcfw.com/pdf/H3_AP201903211308386900_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
156,600176,中国巨石,中国巨石年报点评：贸易战影响Q4下滑，差异化护航拐点将至,买入,太平洋,0,,,,,,,玻璃玻纤,2019-03-21,https://pdf.dfcfw.com/pdf/H3_AP201903211308344477_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
94,002080,中材科技,年报点评：三大主业齐头并进 业绩增长可期,买入,太平洋,0,,,,,,,玻璃玻纤,2019-03-20,https://pdf.dfcfw.com/pdf/H3_AP201903201307749062_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
158,600176,中国巨石,【联讯建材公司深度】中国巨石：世界级玻纤龙头再升级,增持,粤开证券,0,,,,,,,玻璃玻纤,2019-03-19,https://pdf.dfcfw.com/pdf/H3_AP201903191307214170_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
48,300395,菲利华,2018年度报告点评：产能、品类提升突破业绩天花板，19年下游仍将延续高景气,买入,太平洋,0,,,,,,,航空装备Ⅱ,2019-03-18,https://pdf.dfcfw.com/pdf/H3_AP201903181306624109_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
95,002080,中材科技,风电、玻纤景气持续，全年业绩超预期增长24.68%,增持,西南证券,0,,,,,,,玻璃玻纤,2019-02-28,https://pdf.dfcfw.com/pdf/H3_AP201902281300993088_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
120,600183,生益科技,业绩符合预期，在短期压力中迈向2019高端制造元年,买入,太平洋,0,,,,,,,元件,2019-02-01,https://pdf.dfcfw.com/pdf/H3_AP201902011291068427_1.pdf,核心CCL,龙头
49,300395,菲利华,年度业绩预告点评：业绩维持高增长，看好军工、半导体业务长期成长性,买入,太平洋,0,,,,,,,航空装备Ⅱ,2019-01-25,https://pdf.dfcfw.com/pdf/H3_AP201901251288623555_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
159,600176,中国巨石,中国巨石点评：电子纱市场份额扩大，差异化战略深化,买入,太平洋,0,,,,,,,玻璃玻纤,2018-12-27,https://pdf.dfcfw.com/pdf/H3_AP201812271279834043_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
96,002080,中材科技,巴拿马项目争议达成和解，共同受益风电市场持续复苏,增持,西南证券,0,,,,,,,玻璃玻纤,2018-12-07,https://pdf.dfcfw.com/pdf/H3_AP201812071263697971_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
50,300395,菲利华,非公开发行预案点评：军品拓展下游石英纤维制品，民品增加电熔等石英材料产能,买入,太平洋,0,,,,,,,航空装备Ⅱ,2018-12-07,https://pdf.dfcfw.com/pdf/H3_AP201812071263697973_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
121,600183,生益科技,利润率企稳，新项目大步向前,买入,太平洋,0,,,,,,,元件,2018-11-12,https://pdf.dfcfw.com/pdf/H3_AP201811121242858075_1.pdf,核心CCL,龙头
122,600183,生益科技,三季度盈利能力小幅下滑 产能释放保障未来成长,增持,上海证券,0,,,,,,,元件,2018-11-05,https://pdf.dfcfw.com/pdf/H3_AP201811051235684665_1.pdf,核心CCL,龙头
123,600183,生益科技,高精密度PCB项目拟落户井冈山，中长期增长再添动力,买入,太平洋,0,,,,,,,元件,2018-10-31,https://pdf.dfcfw.com/pdf/H3_AP201810311227437964_1.pdf,核心CCL,龙头
51,300395,菲利华,下游需求持续景气，前三季度公司利润增速近50%,买入,太平洋,0,,,,,,,航空装备Ⅱ,2018-10-30,https://pdf.dfcfw.com/pdf/H3_AP201810301224730629_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
160,600176,中国巨石,业绩持续较快增长，产能扩张预期明确,买入,中邮证券,0,,,,,,,玻璃玻纤,2018-10-30,https://pdf.dfcfw.com/pdf/H3_AP201810301224701447_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
161,600176,中国巨石,三季度业绩稳步增长，产能投放仍有释放空间,买入,中银国际,0,,,,,,,玻璃玻纤,2018-10-26,https://pdf.dfcfw.com/pdf/H3_AP201810261222322711_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
97,002080,中材科技,风电、玻纤景气持续，三季报业绩稳健增长,增持,西南证券,0,,,,,,,玻璃玻纤,2018-10-26,https://pdf.dfcfw.com/pdf/H3_AP201810261223007207_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
98,002080,中材科技,2018年三季报点评：玻纤销售维持高景气，叶片交付加速,增持,川财证券,0,,,,,,,玻璃玻纤,2018-10-22,https://pdf.dfcfw.com/pdf/H3_AP201810221218464278_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
162,600176,中国巨石,2018年三季报点评：三季平稳，产能、智造和海外布局助力发展,买入,东兴证券,0,,,,,,,玻璃玻纤,2018-10-19,https://pdf.dfcfw.com/pdf/H3_AP201810191217248485_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
163,600176,中国巨石,2018年三季报点评：盈利稳健增长，产能有序投放,买入,国信证券,0,,,,,,,玻璃玻纤,2018-10-19,https://pdf.dfcfw.com/pdf/H3_AP201810191216840960_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
164,600176,中国巨石,业绩基本符合预期，期间费用率历史最低,买入,西南证券,0,,,,,,,玻璃玻纤,2018-10-19,https://pdf.dfcfw.com/pdf/H3_AP201810191216789491_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
165,600176,中国巨石,中国巨石：从成本领先到差异化，玻纤龙头引吭高歌,买入,太平洋,0,,,,,,,玻璃玻纤,2018-10-09,https://pdf.dfcfw.com/pdf/H3_AP201810091209699205_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
124,600183,生益科技,南通生益高频覆铜板年底投产，迎战5G建设浪潮,买入,广证恒生证券研究所,0,,,,,,,元件,2018-09-28,https://pdf.dfcfw.com/pdf/H3_AP201809281204002596_1.pdf,核心CCL,龙头
125,600183,生益科技,二季度业绩企稳回升，期待下半年产品量价齐增,增持,中邮证券,0,,,,,,,元件,2018-08-22,https://pdf.dfcfw.com/pdf/H3_AP201808221181459986_1.pdf,核心CCL,龙头
166,600176,中国巨石,2018年中报点评：业绩增长仍好，产能释放和全球布局有支撑,买入,东兴证券,0,,,,,,,玻璃玻纤,2018-08-21,https://pdf.dfcfw.com/pdf/H3_AP201808211181079686_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
168,600176,中国巨石,毛利率维持在高位，2018H1实现较快增长,买入,西南证券,0,,,,,,,玻璃玻纤,2018-08-20,https://pdf.dfcfw.com/pdf/H3_AP201808201180695308_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
167,600176,中国巨石,业绩增长符合预期，产能释放空间巨大,买入,中银国际,0,,,,,,,玻璃玻纤,2018-08-20,https://pdf.dfcfw.com/pdf/H3_AP201808201180772299_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
